'date','prcp','snow','seven_day_AVG_prcp','seven_day_MIN_prcp','seven_day_MAX_prcp','seven_day_SUM_prcp','seven_day_AVG_snow','seven_day_MIN_snow','seven_day_MAX_snow','seven_day_SUM_snow'
'2013-08-07',0.0,0.0,0.072857142857142855874,0.0,0.46000000000000005329,0.50999999999999996447,0.0,0.0,0.0,0.0
'2013-08-08',0.46000000000000005329,0.0,0.072857142857142855874,0.0,0.46000000000000005329,0.50999999999999996447,0.0,0.0,0.0,0.0
'2013-08-09',0.05,0.0,0.08,0.0,0.46000000000000005329,0.56000000000000005329,0.0,0.0,0.0,0.0
'2013-08-10',0.0,0.0,0.2014285714285714679,0.0,0.85,1.4100000000000001421,0.0,0.0,0.0,0.0
'2013-08-11',0.0,0.0,0.2014285714285714679,0.0,0.85,1.4100000000000001421,0.0,0.0,0.0,0.0
'2013-08-12',0.05,0.0,0.13571428571428569842,0.0,0.85,0.95,0.0,0.0,0.0,0.0
'2013-08-13',0.85,0.0,0.12857142857142858005,0.0,0.85,0.9,0.0,0.0,0.0,0.0
'2013-08-14',0.0,0.0,0.12857142857142858005,0.0,0.85,0.9,0.0,0.0,0.0,0.0
'2013-08-15',0.0,0.0,0.12857142857142858005,0.0,0.85,0.9,0.0,0.0,0.0,0.0
'2013-08-16',0.0,0.0,0.12142857142857141905,0.0,0.85,0.85,0.0,0.0,0.0,0.0
'2013-08-17',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-08-18',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-08-19',0.0,0.0,0.035714285714285711748,0.0,0.25,0.25,0.0,0.0,0.0,0.0
'2013-08-20',0.0,0.0,0.035714285714285711748,0.0,0.25,0.25,0.0,0.0,0.0,0.0
'2013-08-21',0.0,0.0,0.035714285714285711748,0.0,0.25,0.25,0.0,0.0,0.0,0.0
'2013-08-22',0.25,0.0,0.035714285714285711748,0.0,0.25,0.25,0.0,0.0,0.0,0.0
'2013-08-23',0.0,0.0,0.041428571428571423496,0.0,0.25,0.29,0.0,0.0,0.0,0.0
'2013-08-24',0.0,0.0,0.042857142857142864755,0.0,0.25,0.3,0.0,0.0,0.0,0.0
'2013-08-25',0.0,0.0,0.10428571428571429269,0.0,0.42999999999999998223,0.72999999999999998223,0.0,0.0,0.0,0.0
'2013-08-26',0.04,0.0,0.068571428571428576503,0.0,0.42999999999999998223,0.47999999999999998223,0.0,0.0,0.0,0.0
'2013-08-27',0.01,0.0,0.068571428571428576503,0.0,0.42999999999999998223,0.47999999999999998223,0.0,0.0,0.0,0.0
'2013-08-28',0.42999999999999998223,0.0,0.068571428571428576503,0.0,0.42999999999999998223,0.47999999999999998223,0.0,0.0,0.0,0.0
'2013-08-29',0.0,0.0,0.068571428571428576503,0.0,0.42999999999999998223,0.47999999999999998223,0.0,0.0,0.0,0.0
'2013-08-30',0.0,0.0,0.07,0.0,0.42999999999999998223,0.49000000000000003552,0.0,0.0,0.0,0.0
'2013-08-31',0.0,0.0,0.072857142857142855874,0.0,0.42999999999999998223,0.50999999999999996447,0.0,0.0,0.0,0.0
'2013-09-01',0.0,0.0,0.011428571428571427937,0.0,0.05,0.08,0.0,0.0,0.0,0.0
'2013-09-02',0.05,0.0,0.011428571428571427937,0.0,0.05,0.08,0.0,0.0,0.0,0.0
'2013-09-03',0.03,0.0,0.011428571428571427937,0.0,0.05,0.08,0.0,0.0,0.0,0.0
'2013-09-04',0.0,0.0,0.011428571428571427937,0.0,0.05,0.08,0.0,0.0,0.0,0.0
'2013-09-05',0.0,0.0,0.011428571428571427937,0.0,0.05,0.08,0.0,0.0,0.0,0.0
'2013-09-06',0.0,0.0,0.0042857142857142864755,0.0,0.03,0.03,0.0,0.0,0.0,0.0
'2013-09-07',0.0,0.0,0.0014285714285714283811,0.0,0.01,0.01,0.0,0.0,0.0,0.0
'2013-09-08',0.0,0.0,0.0014285714285714283811,0.0,0.01,0.01,0.0,0.0,0.0,0.0
'2013-09-09',0.0,0.0,0.23000000000000002664,0.0,1.6000000000000000888,1.6100000000000001421,0.0,0.0,0.0,0.0
'2013-09-10',0.01,0.0,0.23857142857142861203,0.0,1.6000000000000000888,1.6700000000000001065,0.0,0.0,0.0,0.0
'2013-09-11',0.0,0.0,0.23857142857142861203,0.0,1.6000000000000000888,1.6700000000000001065,0.0,0.0,0.0,0.0
'2013-09-12',1.6000000000000000888,0.0,0.23857142857142861203,0.0,1.6000000000000000888,1.6700000000000001065,0.0,0.0,0.0,0.0
'2013-09-13',0.06,0.0,0.24285714285714288251,0.0,1.6000000000000000888,1.7000000000000001776,0.0,0.0,0.0,0.0
'2013-09-14',0.0,0.0,0.24142857142857145902,0.0,1.6000000000000000888,1.6900000000000002131,0.0,0.0,0.0,0.0
'2013-09-15',0.0,0.0,0.24142857142857145902,0.0,1.6000000000000000888,1.6900000000000002131,0.0,0.0,0.0,0.0
'2013-09-16',0.03,0.0,0.012857142857142855874,0.0,0.06,0.09,0.0,0.0,0.0,0.0
'2013-09-17',0.0,0.0,0.0042857142857142864755,0.0,0.03,0.03,0.0,0.0,0.0,0.0
'2013-09-18',0.0,0.0,0.10714285714285713968,0.0,0.71999999999999992894,0.75,0.0,0.0,0.0,0.0
'2013-09-19',0.0,0.0,0.17142857142857144125,0.0,0.71999999999999992894,1.1999999999999999644,0.0,0.0,0.0,0.0
'2013-09-20',0.0,0.0,0.16714285714285712636,0.0,0.71999999999999992894,1.1699999999999999289,0.0,0.0,0.0,0.0
'2013-09-21',0.71999999999999992894,0.0,0.16714285714285712636,0.0,0.71999999999999992894,1.1699999999999999289,0.0,0.0,0.0,0.0
'2013-09-22',0.45,0.0,0.16714285714285712636,0.0,0.71999999999999992894,1.1699999999999999289,0.0,0.0,0.0,0.0
'2013-09-23',0.0,0.0,0.16714285714285712636,0.0,0.71999999999999992894,1.1699999999999999289,0.0,0.0,0.0,0.0
'2013-09-24',0.0,0.0,0.16714285714285712636,0.0,0.71999999999999992894,1.1699999999999999289,0.0,0.0,0.0,0.0
'2013-09-25',0.0,0.0,0.064285714285714288251,0.0,0.45,0.45,0.0,0.0,0.0,0.0
'2013-09-26',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-09-27',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-09-28',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-09-29',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-09-30',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-02',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-03',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-04',0.0,0.0,0.035714285714285711748,0.0,0.25,0.25,0.0,0.0,0.0,0.0
'2013-10-05',0.0,0.0,0.035714285714285711748,0.0,0.25,0.25,0.0,0.0,0.0,0.0
'2013-10-06',0.0,0.0,0.035714285714285711748,0.0,0.25,0.25,0.0,0.0,0.0,0.0
'2013-10-07',0.25,0.0,0.035714285714285711748,0.0,0.25,0.25,0.0,0.0,0.0,0.0
'2013-10-08',0.0,0.0,0.038571428571428576503,0.0,0.25,0.27000000000000001776,0.0,0.0,0.0,0.0
'2013-10-09',0.0,0.0,0.038571428571428576503,0.0,0.25,0.27000000000000001776,0.0,0.0,0.0,0.0
'2013-10-10',0.0,0.0,0.038571428571428576503,0.0,0.25,0.27000000000000001776,0.0,0.0,0.0,0.0
'2013-10-11',0.02,0.0,0.0028571428571428567622,0.0,0.02,0.02,0.0,0.0,0.0,0.0
'2013-10-12',0.0,0.0,0.0028571428571428567622,0.0,0.02,0.02,0.0,0.0,0.0,0.0
'2013-10-13',0.0,0.0,0.0028571428571428567622,0.0,0.02,0.02,0.0,0.0,0.0,0.0
'2013-10-14',0.0,0.0,0.0057142857142857135244,0.0,0.02,0.04,0.0,0.0,0.0,0.0
'2013-10-15',0.0,0.0,0.0028571428571428567622,0.0,0.02,0.02,0.0,0.0,0.0,0.0
'2013-10-16',0.0,0.0,0.0042857142857142864755,0.0,0.02,0.03,0.0,0.0,0.0,0.0
'2013-10-17',0.02,0.0,0.0042857142857142864755,0.0,0.02,0.03,0.0,0.0,0.0,0.0
'2013-10-18',0.0,0.0,0.0042857142857142864755,0.0,0.02,0.03,0.0,0.0,0.0,0.0
'2013-10-19',0.01,0.0,0.0042857142857142864755,0.0,0.02,0.03,0.0,0.0,0.0,0.0
'2013-10-20',0.0,0.0,0.0042857142857142864755,0.0,0.02,0.03,0.0,0.0,0.0,0.0
'2013-10-21',0.0,0.0,0.0014285714285714283811,0.0,0.01,0.01,0.0,0.0,0.0,0.0
'2013-10-22',0.0,0.0,0.0014285714285714283811,0.0,0.01,0.01,0.0,0.0,0.0,0.0
'2013-10-23',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-24',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-25',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-26',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-27',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-28',0.0,0.0,0.0085714285714285729511,0.0,0.06,0.06,0.0,0.0,0.0,0.0
'2013-10-29',0.0,0.0,0.027142857142857139685,0.0,0.13000000000000000444,0.19,0.0,0.0,0.0,0.0
'2013-10-30',0.0,0.0,0.027142857142857139685,0.0,0.13000000000000000444,0.19,0.0,0.0,0.0,0.0
'2013-10-31',0.06,0.0,0.027142857142857139685,0.0,0.13000000000000000444,0.19,0.0,0.0,0.0,0.0
'2013-11-01',0.13000000000000000444,0.0,0.027142857142857139685,0.0,0.13000000000000000444,0.19,0.0,0.0,0.0,0.0
'2013-11-02',0.0,0.0,0.027142857142857139685,0.0,0.13000000000000000444,0.19,0.0,0.0,0.0,0.0
'2013-11-03',0.0,0.0,0.027142857142857139685,0.0,0.13000000000000000444,0.19,0.0,0.0,0.0,0.0
'2013-11-04',0.0,0.0,0.037142857142857144125,0.0,0.13000000000000000444,0.26000000000000000888,0.0,0.0,0.0,0.0
'2013-11-05',0.0,0.0,0.018571428571428572951,0.0,0.13000000000000000444,0.13000000000000000444,0.0,0.0,0.0,0.0
'2013-11-06',0.0,0.0,0.018571428571428572951,0.0,0.13000000000000000444,0.13000000000000000444,0.0,0.0,0.0,0.0
'2013-11-07',0.13000000000000000444,0.0,0.018571428571428572951,0.0,0.13000000000000000444,0.13000000000000000444,0.0,0.0,0.0,0.0
'2013-11-08',0.0,0.0,0.018571428571428572951,0.0,0.13000000000000000444,0.13000000000000000444,0.0,0.0,0.0,0.0
'2013-11-09',0.0,0.0,0.022857142857142855874,0.0,0.13000000000000000444,0.16000000000000000888,0.0,0.0,0.0,0.0
'2013-11-10',0.0,0.0,0.022857142857142855874,0.0,0.13000000000000000444,0.16000000000000000888,0.0,0.0,0.0,0.0
'2013-11-11',0.0,0.0,0.0042857142857142864755,0.0,0.03,0.03,0.0,0.0,0.0,0.0
'2013-11-12',0.03,0.0,0.0042857142857142864755,0.0,0.03,0.03,0.0,0.0,0.0,0.0
'2013-11-13',0.0,0.0,0.011428571428571427937,0.0,0.05,0.08,0.0,0.0,0.0,0.0
'2013-11-14',0.0,0.0,0.015714285714285713524,0.0,0.05,0.11000000000000000888,0.0,0.0,0.0,0.0
'2013-11-15',0.0,0.0,0.047142857142857144125,0.0,0.22000000000000001776,0.33000000000000002664,0.0,0.0,0.0,0.0
'2013-11-16',0.05,0.0,0.042857142857142864755,0.0,0.22000000000000001776,0.3,0.0,0.0,0.0,0.0
'2013-11-17',0.03,0.0,0.042857142857142864755,0.0,0.22000000000000001776,0.3,0.0,0.0,0.0,0.0
'2013-11-18',0.22000000000000001776,0.0,0.042857142857142864755,0.0,0.22000000000000001776,0.3,0.0,0.0,0.0,0.0
'2013-11-19',0.0,0.0,0.052857142857142855874,0.0,0.22000000000000001776,0.37000000000000001776,0.0,0.0,0.0,0.0
'2013-11-20',0.0,0.0,0.045714285714285711748,0.0,0.22000000000000001776,0.32000000000000001776,0.0,0.0,0.0,0.0
'2013-11-21',0.0,0.0,0.041428571428571432377,0.0,0.22000000000000001776,0.29000000000000003552,0.0,0.0,0.0,0.0
'2013-11-22',0.070000000000000008881,0.0,0.01,0.0,0.070000000000000008881,0.070000000000000008881,0.0,0.0,0.0,0.0
'2013-11-23',0.0,0.0,0.082857142857142864755,0.0,0.50999999999999996447,0.58000000000000007105,0.0,0.0,0.0,0.0
'2013-11-24',0.0,0.0,0.36571428571428570286,0.0,1.980000000000000071,2.5600000000000000532,0.0,0.0,0.0,0.0
'2013-11-25',0.0,0.0,0.36571428571428570286,0.0,1.980000000000000071,2.5600000000000000532,0.0,0.0,0.0,0.0
'2013-11-26',0.50999999999999996447,0.0,0.3557142857142857828,0.0,1.980000000000000071,2.4900000000000002131,0.0,0.0,0.0,0.0
'2013-11-27',1.980000000000000071,0.0,0.3557142857142857828,0.0,1.980000000000000071,2.4900000000000002131,0.0,0.0,0.0,0.0
'2013-11-28',0.0,0.0,0.3557142857142857828,0.0,1.980000000000000071,2.4900000000000002131,0.0,0.0,0.0,0.0
'2013-11-29',0.0,0.0,0.3557142857142857828,0.0,1.980000000000000071,2.4900000000000002131,0.0,0.0,0.0,0.0
'2013-11-30',0.0,0.0,0.28285714285714288251,0.0,1.980000000000000071,1.980000000000000071,0.0,0.0,0.0,0.0
'2013-12-01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-12-02',0.0,0.0,0.0014285714285714283811,0.0,0.01,0.01,0.0,0.0,0.0,0.0
'2013-12-03',0.0,0.0,0.10571428571428571618,0.0,0.72999999999999998223,0.74000000000000003552,0.0,0.0,0.0,0.0
'2013-12-04',0.0,0.0,0.12571428571428571174,0.0,0.72999999999999998223,0.88000000000000007105,0.0,0.0,0.0,0.0
'2013-12-05',0.01,0.0,0.13714285714285714412,0.0,0.72999999999999998223,0.95999999999999996447,0.099999999999999982236,0.0,0.7,0.7
'2013-12-06',0.72999999999999998223,0.0,0.17999999999999998223,0.0,0.72999999999999998223,1.2600000000000000088,0.099999999999999982236,0.0,0.7,0.7
'2013-12-07',0.14000000000000001776,0.0,0.21285714285714285587,0.0,0.72999999999999998223,1.4900000000000000355,0.29999999999999991118,0.0,1.3999999999999999111,2.0999999999999996447
'2013-12-08',0.08,0.7,0.21285714285714285587,0.0,0.72999999999999998223,1.4900000000000000355,0.29999999999999991118,0.0,1.3999999999999999111,2.0999999999999996447
'2013-12-09',0.3,0.0,0.21142857142857143237,0.0,0.72999999999999998223,1.4799999999999999822,0.29999999999999991118,0.0,1.3999999999999999111,2.0999999999999996447
'2013-12-10',0.23000000000000002664,1.3999999999999999111,0.10714285714285713968,0.0,0.3,0.75,0.29999999999999991118,0.0,1.3999999999999999111,2.0999999999999996447
'2013-12-11',0.0,0.0,0.19142857142857142349,0.0,0.72999999999999998223,1.3399999999999998578,1.0142857142857142349,0.0,5.0,7.0999999999999996447
'2013-12-12',0.0,0.0,0.28285714285714288251,0.0,0.72999999999999998223,1.980000000000000071,0.91428571428571441259,0.0,5.0,6.4000000000000003552
'2013-12-13',0.0,0.0,0.23999999999999999111,0.0,0.72999999999999998223,1.6799999999999998934,0.91428571428571441259,0.0,5.0,6.4000000000000003552
'2013-12-14',0.72999999999999998223,5.0,0.23428571428571425272,0.0,0.72999999999999998223,1.6399999999999998578,0.92857142857142864755,0.0,5.0,6.5
'2013-12-15',0.71999999999999992894,0.0,0.23428571428571425272,0.0,0.72999999999999998223,1.6399999999999998578,0.92857142857142864755,0.0,5.0,6.5
'2013-12-16',0.0,0.0,0.23428571428571425272,0.0,0.72999999999999998223,1.6399999999999998578,0.92857142857142864755,0.0,5.0,6.5
'2013-12-17',0.19,1.5,0.23428571428571425272,0.0,0.72999999999999998223,1.6399999999999998578,0.92857142857142864755,0.0,5.0,6.5
'2013-12-18',0.0,0.0,0.13142857142857142793,0.0,0.71999999999999992894,0.91999999999999992894,0.21428571428571427937,0.0,1.5,1.5
'2013-12-19',0.0,0.0,0.028571428571428576503,0.0,0.19,0.2,0.21428571428571427937,0.0,1.5,1.5
'2013-12-20',0.0,0.0,0.10142857142857142349,0.0,0.50999999999999996447,0.70999999999999996447,0.21428571428571427937,0.0,1.5,1.5
'2013-12-21',0.01,0.0,0.074285714285714288251,0.0,0.50999999999999996447,0.52000000000000001776,0.0,0.0,0.0,0.0
'2013-12-22',0.0,0.0,0.074285714285714288251,0.0,0.50999999999999996447,0.52000000000000001776,0.0,0.0,0.0,0.0
'2013-12-23',0.50999999999999996447,0.0,0.074285714285714288251,0.0,0.50999999999999996447,0.52000000000000001776,0.0,0.0,0.0,0.0
'2013-12-24',0.0,0.0,0.074285714285714288251,0.0,0.50999999999999996447,0.52000000000000001776,0.0,0.0,0.0,0.0
'2013-12-25',0.0,0.0,0.072857142857142855874,0.0,0.50999999999999996447,0.50999999999999996447,0.0,0.0,0.0,0.0
'2013-12-26',0.0,0.0,0.2442857142857142616,0.0,1.1999999999999999644,1.7099999999999999644,0.0,0.0,0.0,0.0
'2013-12-27',0.0,0.0,0.17142857142857144125,0.0,1.1999999999999999644,1.1999999999999999644,0.0,0.0,0.0,0.0
'2013-12-28',0.0,0.0,0.17142857142857144125,0.0,1.1999999999999999644,1.1999999999999999644,0.0,0.0,0.0,0.0
'2013-12-29',1.1999999999999999644,0.0,0.17142857142857144125,0.0,1.1999999999999999644,1.1999999999999999644,0.0,0.0,0.0,0.0
'2013-12-30',0.0,0.0,0.21857142857142859426,0.0,1.1999999999999999644,1.530000000000000071,0.44285714285714288251,0.0,3.1000000000000000888,3.1000000000000000888
'2013-12-31',0.0,0.0,0.26000000000000000888,0.0,1.1999999999999999644,1.8200000000000001065,0.91428571428571441259,0.0,3.2999999999999998223,6.4000000000000003552
'2014-01-01',0.0,0.0,0.26000000000000000888,0.0,1.1999999999999999644,1.8200000000000001065,0.91428571428571441259,0.0,3.2999999999999998223,6.4000000000000003552
'2014-01-02',0.33000000000000002664,3.1000000000000000888,0.10857142857142856229,0.0,0.33000000000000002664,0.75999999999999996447,0.91428571428571441259,0.0,3.2999999999999998223,6.4000000000000003552
'2014-01-03',0.29,3.2999999999999998223,0.16000000000000000888,0.0,0.35999999999999996447,1.1200000000000001065,0.91428571428571441259,0.0,3.2999999999999998223,6.4000000000000003552
'2014-01-04',0.0,0.0,0.16000000000000000888,0.0,0.35999999999999996447,1.1200000000000001065,0.91428571428571441259,0.0,3.2999999999999998223,6.4000000000000003552
'2014-01-05',0.14000000000000001776,0.0,0.16000000000000000888,0.0,0.35999999999999996447,1.1200000000000001065,0.91428571428571441259,0.0,3.2999999999999998223,6.4000000000000003552
'2014-01-06',0.35999999999999996447,0.0,0.11285714285714285587,0.0,0.35999999999999996447,0.79000000000000003552,0.47142857142857144125,0.0,3.2999999999999998223,3.2999999999999998223
'2014-01-07',0.0,0.0,0.087142857142857153007,0.0,0.35999999999999996447,0.60999999999999996447,0.0,0.0,0.0,0.0
'2014-01-08',0.0,0.0,0.15857142857142855874,0.0,0.5,1.1099999999999998756,0.0,0.0,0.0,0.0
'2014-01-09',0.0,0.0,0.14571428571428571174,0.0,0.5,1.0200000000000000177,0.0,0.0,0.0,0.0
'2014-01-10',0.11000000000000000888,0.0,0.094285714285714288251,0.0,0.5,0.66000000000000005329,0.0,0.0,0.0,0.0
'2014-01-11',0.5,0.0,0.1485714285714285765,0.0,0.5,1.0400000000000000355,0.0,0.0,0.0,0.0
'2014-01-12',0.05,0.0,0.1485714285714285765,0.0,0.5,1.0400000000000000355,0.0,0.0,0.0,0.0
'2014-01-13',0.0,0.0,0.1485714285714285765,0.0,0.5,1.0400000000000000355,0.0,0.0,0.0,0.0
'2014-01-14',0.37999999999999998223,0.0,0.13285714285714287363,0.0,0.5,0.93000000000000007105,0.0,0.0,0.0,0.0
'2014-01-15',0.0,0.0,0.071428571428571423496,0.0,0.37999999999999998223,0.5,0.0,0.0,0.0,0.0
'2014-01-16',0.0,0.0,0.064285714285714288251,0.0,0.37999999999999998223,0.45,0.0,0.0,0.0,0.0
'2014-01-17',0.0,0.0,0.064285714285714288251,0.0,0.37999999999999998223,0.45,0.0,0.0,0.0,0.0
'2014-01-18',0.070000000000000008881,0.0,0.075714285714285720629,0.0,0.46000000000000005329,0.53000000000000007105,1.5714285714285713524,0.0,11.000000000000000888,11.000000000000000888
'2014-01-19',0.0,0.0,0.078571428571428576503,0.0,0.46000000000000005329,0.55,1.6428571428571427937,0.0,11.000000000000000888,11.499999999999999111
'2014-01-20',0.0,0.0,0.078571428571428576503,0.0,0.46000000000000005329,0.55,1.6428571428571427937,0.0,11.000000000000000888,11.499999999999999111
'2014-01-21',0.46000000000000005329,11.000000000000000888,0.078571428571428576503,0.0,0.46000000000000005329,0.55,1.6428571428571427937,0.0,11.000000000000000888,11.499999999999999111
'2014-01-22',0.02,0.5,0.074285714285714288251,0.0,0.46000000000000005329,0.52000000000000001776,1.785714285714285765,0.0,11.000000000000000888,12.5
'2014-01-23',0.0,0.0,0.074285714285714288251,0.0,0.46000000000000005329,0.52000000000000001776,1.785714285714285765,0.0,11.000000000000000888,12.5
'2014-01-24',0.0,0.0,0.074285714285714288251,0.0,0.46000000000000005329,0.52000000000000001776,1.785714285714285765,0.0,11.000000000000000888,12.5
'2014-01-25',0.04,1.0,0.0085714285714285729511,0.0,0.04,0.06,0.21428571428571427937,0.0,1.0,1.5
'2014-01-26',0.0,0.0,0.011428571428571427937,0.0,0.04,0.08,0.25714285714285716188,0.0,1.0,1.8
'2014-01-27',0.0,0.0,0.011428571428571427937,0.0,0.04,0.08,0.25714285714285716188,0.0,1.0,1.8
'2014-01-28',0.0,0.0,0.011428571428571427937,0.0,0.04,0.08,0.25714285714285716188,0.0,1.0,1.8
'2014-01-29',0.04,0.8,0.0057142857142857135244,0.0,0.04,0.04,0.11428571428571430157,0.0,0.8,0.8
'2014-01-30',0.0,0.0,0.0057142857142857135244,0.0,0.04,0.04,0.11428571428571430157,0.0,0.8,0.8
'2014-01-31',0.0,0.0,0.17285714285714284699,0.0,1.1699999999999999289,1.2099999999999999644,1.2571428571428573395,0.0,8.0,8.8000000000000007105
'2014-02-01',0.0,0.0,0.17285714285714284699,0.0,1.1699999999999999289,1.2099999999999999644,1.2571428571428573395,0.0,8.0,8.8000000000000007105
'2014-02-02',0.0,0.0,0.37142857142857139685,0.0,1.4299999999999998934,2.5999999999999996447,1.7142857142857142349,0.0,8.0,11.999999999999999644
