'date','prcp','snow','seven_day_AVG_prcp','seven_day_MIN_prcp','seven_day_MAX_prcp','seven_day_SUM_prcp','seven_day_AVG_snow','seven_day_MIN_snow','seven_day_MAX_snow','seven_day_SUM_snow'
'2015-03-06',0.0,0.0,0.24142857142857145902,0.0,0.75999999999999996447,1.6900000000000002131,1.3285714285714287363,0.0,7.5,9.3000000000000007105
'2015-03-07',0.0,0.0,0.21142857142857143237,0.0,0.75999999999999996447,1.4799999999999999822,1.0714285714285713968,0.0,7.5,7.5
'2015-03-08',0.0,0.0,0.17714285714285713524,0.0,0.75999999999999996447,1.2399999999999999911,1.0714285714285713968,0.0,7.5,7.5
'2015-03-09',0.01,0.0,0.068571428571428576503,0.0,0.46000000000000005329,0.48000000000000007105,0.0,0.0,0.0,0.0
'2015-03-10',0.46000000000000005329,0.0,0.068571428571428576503,0.0,0.46000000000000005329,0.48000000000000007105,0.0,0.0,0.0,0.0
'2015-03-11',0.01,0.0,0.18428571428571430601,0.0,0.8100000000000001421,1.2900000000000000355,0.0,0.0,0.0,0.0
'2015-03-12',0.0,0.0,0.18428571428571430601,0.0,0.8100000000000001421,1.2900000000000000355,0.0,0.0,0.0,0.0
'2015-03-13',0.0,0.0,0.18285714285714284699,0.0,0.8100000000000001421,1.2800000000000000355,0.0,0.0,0.0,0.0
'2015-03-14',0.8100000000000001421,0.0,0.12000000000000001776,0.0,0.8100000000000001421,0.84000000000000003552,0.0,0.0,0.0,0.0
'2015-03-15',0.0,0.0,0.11857142857142857295,0.0,0.8100000000000001421,0.83000000000000007105,0.0,0.0,0.0,0.0
'2015-03-16',0.0,0.0,0.11857142857142857295,0.0,0.8100000000000001421,0.83000000000000007105,0.0,0.0,0.0,0.0
'2015-03-17',0.02,0.0,0.17571428571428571174,0.0,0.8100000000000001421,1.2299999999999999822,0.64285714285714288251,0.0,4.5,4.5
'2015-03-18',0.0,0.0,0.060000000000000008881,0.0,0.4,0.42000000000000001776,0.64285714285714288251,0.0,4.5,4.5
'2015-03-19',0.0,0.0,0.060000000000000008881,0.0,0.4,0.42000000000000001776,0.64285714285714288251,0.0,4.5,4.5
'2015-03-20',0.4,4.5,0.060000000000000008881,0.0,0.4,0.42000000000000001776,0.64285714285714288251,0.0,4.5,4.5
'2015-03-21',0.0,0.0,0.057142857142857153007,0.0,0.4,0.4,0.64285714285714288251,0.0,4.5,4.5
'2015-03-22',0.0,0.0,0.064285714285714288251,0.0,0.4,0.45,0.64285714285714288251,0.0,4.5,4.5
'2015-03-23',0.0,0.0,0.11000000000000000888,0.0,0.4,0.77000000000000001776,0.64285714285714288251,0.0,4.5,4.5
'2015-03-24',0.0,0.0,0.091428571428571423496,0.0,0.32000000000000001776,0.64000000000000003552,0.0,0.0,0.0,0.0
'2015-03-25',0.05,0.0,0.091428571428571423496,0.0,0.32000000000000001776,0.64000000000000003552,0.0,0.0,0.0,0.0
'2015-03-26',0.32000000000000001776,0.0,0.091428571428571423496,0.0,0.32000000000000001776,0.64000000000000003552,0.0,0.0,0.0,0.0
'2015-03-27',0.27000000000000001776,0.0,0.091428571428571423496,0.0,0.32000000000000001776,0.64000000000000003552,0.0,0.0,0.0,0.0
'2015-03-28',0.0,0.0,0.11571428571428572507,0.0,0.32000000000000001776,0.8100000000000001421,0.0,0.0,0.0,0.0
'2015-03-29',0.0,0.0,0.10857142857142858538,0.0,0.32000000000000001776,0.7600000000000001421,0.0,0.0,0.0,0.0
'2015-03-30',0.0,0.0,0.062857142857142855874,0.0,0.27000000000000001776,0.44000000000000003552,0.0,0.0,0.0,0.0
'2015-03-31',0.17000000000000001776,0.0,0.03000000000000000444,0.0,0.17000000000000001776,0.21000000000000000888,0.0,0.0,0.0,0.0
'2015-04-01',0.0,0.0,0.031428571428571427937,0.0,0.17000000000000001776,0.22000000000000001776,0.0,0.0,0.0,0.0
'2015-04-02',0.0,0.0,0.031428571428571427937,0.0,0.17000000000000001776,0.22000000000000001776,0.0,0.0,0.0,0.0
'2015-04-03',0.04,0.0,0.031428571428571427937,0.0,0.17000000000000001776,0.22000000000000001776,0.0,0.0,0.0,0.0
'2015-04-04',0.01,0.0,0.028571428571428576503,0.0,0.15,0.2,0.0,0.0,0.0,0.0
'2015-04-05',0.0,0.0,0.028571428571428576503,0.0,0.15,0.2,0.0,0.0,0.0,0.0
'2015-04-06',0.0,0.0,0.028571428571428576503,0.0,0.15,0.2,0.0,0.0,0.0,0.0
'2015-04-07',0.15,0.0,0.047142857142857144125,0.0,0.17000000000000001776,0.33000000000000002664,0.0,0.0,0.0,0.0
'2015-04-08',0.0,0.0,0.045714285714285711748,0.0,0.17000000000000001776,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-04-09',0.0,0.0,0.045714285714285711748,0.0,0.17000000000000001776,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-04-10',0.17000000000000001776,0.0,0.045714285714285711748,0.0,0.17000000000000001776,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-04-11',0.0,0.0,0.025714285714285716188,0.0,0.17000000000000001776,0.18000000000000003552,0.0,0.0,0.0,0.0
'2015-04-12',0.0,0.0,0.025714285714285716188,0.0,0.17000000000000001776,0.18000000000000003552,0.0,0.0,0.0,0.0
'2015-04-13',0.0,0.0,0.025714285714285716188,0.0,0.17000000000000001776,0.18000000000000003552,0.0,0.0,0.0,0.0
'2015-04-14',0.01,0.0,0.012857142857142855874,0.0,0.08,0.09,0.0,0.0,0.0,0.0
'2015-04-15',0.0,0.0,0.012857142857142855874,0.0,0.08,0.09,0.0,0.0,0.0,0.0
'2015-04-16',0.0,0.0,0.012857142857142855874,0.0,0.08,0.09,0.0,0.0,0.0,0.0
'2015-04-17',0.08,0.0,0.20857142857142858538,0.0,1.3700000000000001065,1.4600000000000001421,0.0,0.0,0.0,0.0
'2015-04-18',0.0,0.0,0.23571428571428572062,0.0,1.3700000000000001065,1.6500000000000001776,0.0,0.0,0.0,0.0
'2015-04-19',0.0,0.0,0.24285714285714288251,0.0,1.3700000000000001065,1.7000000000000001776,0.0,0.0,0.0,0.0
'2015-04-20',1.3700000000000001065,0.0,0.24285714285714288251,0.0,1.3700000000000001065,1.7000000000000001776,0.0,0.0,0.0,0.0
'2015-04-21',0.2,0.0,0.23142857142857145014,0.0,1.3700000000000001065,1.6200000000000001065,0.0,0.0,0.0,0.0
'2015-04-22',0.05,0.0,0.23142857142857145014,0.0,1.3700000000000001065,1.6200000000000001065,0.0,0.0,0.0,0.0
'2015-04-23',0.0,0.0,0.23142857142857145014,0.0,1.3700000000000001065,1.6200000000000001065,0.0,0.0,0.0,0.0
'2015-04-24',0.0,0.0,0.035714285714285711748,0.0,0.2,0.25,0.0,0.0,0.0,0.0
'2015-04-25',0.0,0.0,0.0071428571428571441259,0.0,0.05,0.05,0.0,0.0,0.0,0.0
'2015-04-26',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-04-27',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-04-28',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-04-29',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-04-30',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-02',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-03',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-04',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-05',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-06',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-07',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-08',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-09',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-10',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-11',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-12',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-13',0.0,0.0,0.042857142857142864755,0.0,0.3,0.3,0.0,0.0,0.0,0.0
'2015-05-14',0.0,0.0,0.045714285714285711748,0.0,0.3,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-05-15',0.0,0.0,0.045714285714285711748,0.0,0.3,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-05-16',0.3,0.0,0.045714285714285711748,0.0,0.3,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-05-17',0.02,0.0,0.045714285714285711748,0.0,0.3,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-05-18',0.0,0.0,0.045714285714285711748,0.0,0.3,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-05-19',0.0,0.0,0.045714285714285711748,0.0,0.3,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-05-20',0.0,0.0,0.0028571428571428567622,0.0,0.02,0.02,0.0,0.0,0.0,0.0
'2015-05-21',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-22',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-23',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-05-24',0.0,0.0,0.011428571428571427937,0.0,0.08,0.08,0.0,0.0,0.0,0.0
'2015-05-25',0.0,0.0,0.011428571428571427937,0.0,0.08,0.08,0.0,0.0,0.0,0.0
'2015-05-26',0.0,0.0,0.011428571428571427937,0.0,0.08,0.08,0.0,0.0,0.0,0.0
'2015-05-27',0.08,0.0,0.011428571428571427937,0.0,0.08,0.08,0.0,0.0,0.0,0.0
'2015-05-28',0.0,0.0,0.22000000000000001776,0.0,1.4599999999999999644,1.5400000000000000355,0.0,0.0,0.0,0.0
'2015-05-29',0.0,0.0,0.32285714285714286475,0.0,1.4599999999999999644,2.2599999999999997868,0.0,0.0,0.0,0.0
'2015-05-30',0.0,0.0,0.37571428571428571174,0.0,1.4599999999999999644,2.6299999999999998934,0.0,0.0,0.0,0.0
'2015-05-31',1.4599999999999999644,0.0,0.36428571428571427937,0.0,1.4599999999999999644,2.5499999999999998223,0.0,0.0,0.0,0.0
'2015-06-01',0.71999999999999992894,0.0,0.36428571428571427937,0.0,1.4599999999999999644,2.5499999999999998223,0.0,0.0,0.0,0.0
'2015-06-02',0.37000000000000001776,0.0,0.38285714285714282922,0.0,1.4599999999999999644,2.6799999999999997157,0.0,0.0,0.0,0.0
'2015-06-03',0.0,0.0,0.40999999999999996447,0.0,1.4599999999999999644,2.8699999999999995736,0.0,0.0,0.0,0.0
'2015-06-04',0.0,0.0,0.20142857142857137908,0.0,0.71999999999999992894,1.409999999999999698,0.0,0.0,0.0,0.0
'2015-06-05',0.13000000000000000444,0.0,0.10714285714285713968,0.0,0.37000000000000001776,0.75,0.0,0.0,0.0,0.0
'2015-06-06',0.19,0.0,0.055714285714285711748,0.0,0.19,0.39000000000000003552,0.0,0.0,0.0,0.0
'2015-06-07',0.0,0.0,0.055714285714285711748,0.0,0.19,0.39000000000000003552,0.0,0.0,0.0,0.0
'2015-06-08',0.06,0.0,0.055714285714285711748,0.0,0.19,0.39000000000000003552,0.0,0.0,0.0,0.0
'2015-06-09',0.01,0.0,0.037142857142857144125,0.0,0.19,0.26000000000000000888,0.0,0.0,0.0,0.0
'2015-06-10',0.0,0.0,0.0099999999999999982236,0.0,0.06,0.07,0.0,0.0,0.0,0.0
'2015-06-11',0.0,0.0,0.061428571428571432377,0.0,0.35999999999999996447,0.42999999999999998223,0.0,0.0,0.0,0.0
'2015-06-12',0.0,0.0,0.13428571428571429713,0.0,0.56999999999999992894,0.93999999999999985789,0.0,0.0,0.0,0.0
'2015-06-13',0.0,0.0,0.17142857142857144125,0.0,0.56999999999999992894,1.1999999999999999644,0.0,0.0,0.0,0.0
'2015-06-14',0.35999999999999996447,0.0,0.17142857142857144125,0.0,0.56999999999999992894,1.1999999999999999644,0.0,0.0,0.0,0.0
'2015-06-15',0.56999999999999992894,0.0,0.17142857142857144125,0.0,0.56999999999999992894,1.1999999999999999644,0.0,0.0,0.0,0.0
'2015-06-16',0.27000000000000001776,0.0,0.17142857142857144125,0.0,0.56999999999999992894,1.1999999999999999644,0.0,0.0,0.0,0.0
'2015-06-17',0.0,0.0,0.17142857142857144125,0.0,0.56999999999999992894,1.1999999999999999644,0.0,0.0,0.0,0.0
'2015-06-18',0.0,0.0,0.21142857142857143237,0.0,0.64000000000000003552,1.4799999999999999822,0.0,0.0,0.0,0.0
'2015-06-19',0.0,0.0,0.13000000000000000444,0.0,0.64000000000000003552,0.90999999999999996447,0.0,0.0,0.0,0.0
'2015-06-20',0.0,0.0,0.094285714285714288251,0.0,0.64000000000000003552,0.66000000000000005329,0.0,0.0,0.0,0.0
'2015-06-21',0.64000000000000003552,0.0,0.094285714285714288251,0.0,0.64000000000000003552,0.66000000000000005329,0.0,0.0,0.0,0.0
'2015-06-22',0.0,0.0,0.094285714285714288251,0.0,0.64000000000000003552,0.66000000000000005329,0.0,0.0,0.0,0.0
'2015-06-23',0.02,0.0,0.094285714285714288251,0.0,0.64000000000000003552,0.66000000000000005329,0.0,0.0,0.0,0.0
'2015-06-24',0.0,0.0,0.2542857142857143593,0.0,1.1200000000000001065,1.7800000000000002486,0.0,0.0,0.0,0.0
'2015-06-25',0.0,0.0,0.20428571428571431489,0.0,1.1200000000000001065,1.4300000000000001598,0.0,0.0,0.0,0.0
'2015-06-26',0.0,0.0,0.20428571428571431489,0.0,1.1200000000000001065,1.4300000000000001598,0.0,0.0,0.0,0.0
'2015-06-27',1.1200000000000001065,0.0,0.20714285714285716188,0.0,1.1200000000000001065,1.4500000000000001776,0.0,0.0,0.0,0.0
'2015-06-28',0.29,0.0,0.26285714285714290028,0.0,1.1200000000000001065,1.8400000000000002131,0.0,0.0,0.0,0.0
'2015-06-29',0.0,0.0,0.26285714285714290028,0.0,1.1200000000000001065,1.8400000000000002131,0.0,0.0,0.0,0.0
'2015-06-30',0.04,0.0,0.26285714285714290028,0.0,1.1200000000000001065,1.8400000000000002131,0.0,0.0,0.0,0.0
'2015-07-01',0.39000000000000003552,0.0,0.10285714285714284699,0.0,0.39000000000000003552,0.71999999999999992894,0.0,0.0,0.0,0.0
'2015-07-02',0.0,0.0,0.061428571428571432377,0.0,0.39000000000000003552,0.42999999999999998223,0.0,0.0,0.0,0.0
'2015-07-03',0.0,0.0,0.061428571428571432377,0.0,0.39000000000000003552,0.42999999999999998223,0.0,0.0,0.0,0.0
'2015-07-04',0.0,0.0,0.072857142857142855874,0.0,0.39000000000000003552,0.50999999999999996447,0.0,0.0,0.0,0.0
'2015-07-05',0.0,0.0,0.017142857142857144125,0.0,0.11999999999999999644,0.11999999999999999644,0.0,0.0,0.0,0.0
'2015-07-06',0.0,0.0,0.06,0.0,0.3,0.42000000000000001776,0.0,0.0,0.0,0.0
'2015-07-07',0.11999999999999999644,0.0,0.06,0.0,0.3,0.42000000000000001776,0.0,0.0,0.0,0.0
'2015-07-08',0.0,0.0,0.06,0.0,0.3,0.42000000000000001776,0.0,0.0,0.0,0.0
'2015-07-09',0.3,0.0,0.06,0.0,0.3,0.42000000000000001776,0.0,0.0,0.0,0.0
'2015-07-10',0.0,0.0,0.06,0.0,0.3,0.42000000000000001776,0.0,0.0,0.0,0.0
'2015-07-11',0.0,0.0,0.10285714285714284699,0.0,0.42000000000000001776,0.71999999999999992894,0.0,0.0,0.0,0.0
'2015-07-12',0.0,0.0,0.11999999999999999644,0.0,0.42000000000000001776,0.84000000000000003552,0.0,0.0,0.0,0.0
'2015-07-13',0.0,0.0,0.077142857142857153007,0.0,0.42000000000000001776,0.54000000000000003552,0.0,0.0,0.0,0.0
'2015-07-14',0.42000000000000001776,0.0,0.077142857142857153007,0.0,0.42000000000000001776,0.54000000000000003552,0.0,0.0,0.0,0.0
'2015-07-15',0.11999999999999999644,0.0,0.12285714285714286475,0.0,0.42000000000000001776,0.8600000000000001421,0.0,0.0,0.0,0.0
'2015-07-16',0.0,0.0,0.12285714285714286475,0.0,0.42000000000000001776,0.8600000000000001421,0.0,0.0,0.0,0.0
'2015-07-17',0.0,0.0,0.12285714285714286475,0.0,0.42000000000000001776,0.8600000000000001421,0.0,0.0,0.0,0.0
'2015-07-18',0.32000000000000001776,0.0,0.062857142857142855874,0.0,0.32000000000000001776,0.44000000000000003552,0.0,0.0,0.0,0.0
'2015-07-19',0.0,0.0,0.045714285714285711748,0.0,0.32000000000000001776,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-07-20',0.0,0.0,0.045714285714285711748,0.0,0.32000000000000001776,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-07-21',0.0,0.0,0.045714285714285711748,0.0,0.32000000000000001776,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-07-22',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-07-23',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-07-24',0.0,0.0,0.051428571428571423496,0.0,0.35999999999999996447,0.35999999999999996447,0.0,0.0,0.0,0.0
'2015-07-25',0.0,0.0,0.051428571428571423496,0.0,0.35999999999999996447,0.35999999999999996447,0.0,0.0,0.0,0.0
'2015-07-26',0.0,0.0,0.051428571428571423496,0.0,0.35999999999999996447,0.35999999999999996447,0.0,0.0,0.0,0.0
'2015-07-27',0.35999999999999996447,0.0,0.33000000000000002664,0.0,1.95,2.3100000000000000532,0.0,0.0,0.0,0.0
'2015-07-28',0.0,0.0,0.33000000000000002664,0.0,1.95,2.3100000000000000532,0.0,0.0,0.0,0.0
'2015-07-29',0.0,0.0,0.33000000000000002664,0.0,1.95,2.3100000000000000532,0.0,0.0,0.0,0.0
'2015-07-30',1.95,0.0,0.33000000000000002664,0.0,1.95,2.3100000000000000532,0.0,0.0,0.0,0.0
'2015-07-31',0.0,0.0,0.27857142857142855874,0.0,1.95,1.95,0.0,0.0,0.0,0.0
'2015-08-01',0.0,0.0,0.3399999999999999467,0.0,1.95,2.3799999999999998934,0.0,0.0,0.0,0.0
'2015-08-02',0.0,0.0,0.3399999999999999467,0.0,1.95,2.3799999999999998934,0.0,0.0,0.0,0.0
'2015-08-03',0.0,0.0,0.061428571428571432377,0.0,0.42999999999999998223,0.42999999999999998223,0.0,0.0,0.0,0.0
'2015-08-04',0.42999999999999998223,0.0,0.061428571428571432377,0.0,0.42999999999999998223,0.42999999999999998223,0.0,0.0,0.0,0.0
'2015-08-05',0.0,0.0,0.061428571428571432377,0.0,0.42999999999999998223,0.42999999999999998223,0.0,0.0,0.0,0.0
'2015-08-06',0.0,0.0,0.061428571428571432377,0.0,0.42999999999999998223,0.42999999999999998223,0.0,0.0,0.0,0.0
'2015-08-07',0.0,0.0,0.061428571428571432377,0.0,0.42999999999999998223,0.42999999999999998223,0.0,0.0,0.0,0.0
'2015-08-08',0.0,0.0,0.16714285714285712636,0.0,1.1699999999999999289,1.1699999999999999289,0.0,0.0,0.0,0.0
'2015-08-09',0.0,0.0,0.16714285714285712636,0.0,1.1699999999999999289,1.1699999999999999289,0.0,0.0,0.0,0.0
'2015-08-10',0.0,0.0,0.16714285714285712636,0.0,1.1699999999999999289,1.1699999999999999289,0.0,0.0,0.0,0.0
'2015-08-11',1.1699999999999999289,0.0,0.16714285714285712636,0.0,1.1699999999999999289,1.1699999999999999289,0.0,0.0,0.0,0.0
'2015-08-12',0.0,0.0,0.16714285714285712636,0.0,1.1699999999999999289,1.1699999999999999289,0.0,0.0,0.0,0.0
'2015-08-13',0.0,0.0,0.16714285714285712636,0.0,1.1699999999999999289,1.1699999999999999289,0.0,0.0,0.0,0.0
'2015-08-14',0.0,0.0,0.16714285714285712636,0.0,1.1699999999999999289,1.1699999999999999289,0.0,0.0,0.0,0.0
'2015-08-15',0.0,0.0,0.041428571428571423496,0.0,0.29,0.29,0.0,0.0,0.0,0.0
'2015-08-16',0.0,0.0,0.041428571428571423496,0.0,0.29,0.29,0.0,0.0,0.0,0.0
'2015-08-17',0.0,0.0,0.042857142857142864755,0.0,0.29,0.3,0.0,0.0,0.0,0.0
'2015-08-18',0.29,0.0,0.088571428571428576503,0.0,0.32000000000000001776,0.62000000000000001776,0.0,0.0,0.0,0.0
'2015-08-19',0.0,0.0,0.088571428571428576503,0.0,0.32000000000000001776,0.62000000000000001776,0.0,0.0,0.0,0.0
'2015-08-20',0.01,0.0,0.088571428571428576503,0.0,0.32000000000000001776,0.62000000000000001776,0.0,0.0,0.0,0.0
'2015-08-21',0.32000000000000001776,0.0,0.088571428571428576503,0.0,0.32000000000000001776,0.62000000000000001776,0.0,0.0,0.0,0.0
'2015-08-22',0.0,0.0,0.047142857142857144125,0.0,0.32000000000000001776,0.33000000000000002664,0.0,0.0,0.0,0.0
'2015-08-23',0.0,0.0,0.047142857142857144125,0.0,0.32000000000000001776,0.33000000000000002664,0.0,0.0,0.0,0.0
'2015-08-24',0.0,0.0,0.045714285714285711748,0.0,0.32000000000000001776,0.32000000000000001776,0.0,0.0,0.0,0.0
'2015-08-25',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-08-26',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-08-27',0.0,0.0,0.018571428571428572951,0.0,0.13000000000000000444,0.13000000000000000444,0.0,0.0,0.0,0.0
'2015-08-28',0.0,0.0,0.018571428571428572951,0.0,0.13000000000000000444,0.13000000000000000444,0.0,0.0,0.0,0.0
'2015-08-29',0.0,0.0,0.018571428571428572951,0.0,0.13000000000000000444,0.13000000000000000444,0.0,0.0,0.0,0.0
'2015-08-30',0.13000000000000000444,0.0,0.018571428571428572951,0.0,0.13000000000000000444,0.13000000000000000444,0.0,0.0,0.0,0.0
'2015-08-31',0.0,0.0,0.018571428571428572951,0.0,0.13000000000000000444,0.13000000000000000444,0.0,0.0,0.0,0.0
'2015-09-01',0.0,0.0,0.018571428571428572951,0.0,0.13000000000000000444,0.13000000000000000444,0.0,0.0,0.0,0.0
'2015-09-02',0.0,0.0,0.018571428571428572951,0.0,0.13000000000000000444,0.13000000000000000444,0.0,0.0,0.0,0.0
'2015-09-03',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-04',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-05',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-06',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-07',0.0,0.0,0.22571428571428571174,0.0,1.580000000000000071,1.580000000000000071,0.0,0.0,0.0,0.0
'2015-09-08',0.0,0.0,0.22571428571428571174,0.0,1.580000000000000071,1.580000000000000071,0.0,0.0,0.0,0.0
'2015-09-09',0.0,0.0,0.26714285714285717077,0.0,1.580000000000000071,1.8700000000000001065,0.0,0.0,0.0,0.0
'2015-09-10',1.580000000000000071,0.0,0.27285714285714286475,0.0,1.580000000000000071,1.9100000000000001421,0.0,0.0,0.0,0.0
'2015-09-11',0.0,0.0,0.27285714285714286475,0.0,1.580000000000000071,1.9100000000000001421,0.0,0.0,0.0,0.0
'2015-09-12',0.29,0.0,0.27285714285714286475,0.0,1.580000000000000071,1.9100000000000001421,0.0,0.0,0.0,0.0
'2015-09-13',0.04,0.0,0.27285714285714286475,0.0,1.580000000000000071,1.9100000000000001421,0.0,0.0,0.0,0.0
'2015-09-14',0.0,0.0,0.047142857142857144125,0.0,0.29,0.32999999999999998223,0.0,0.0,0.0,0.0
'2015-09-15',0.0,0.0,0.047142857142857144125,0.0,0.29,0.32999999999999998223,0.0,0.0,0.0,0.0
'2015-09-16',0.0,0.0,0.0057142857142857135244,0.0,0.04,0.04,0.0,0.0,0.0,0.0
'2015-09-17',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-18',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-19',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-20',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-21',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-22',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-23',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-24',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-25',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2015-09-26',0.0,0.0,0.015714285714285713524,0.0,0.11000000000000000888,0.11000000000000000888,0.0,0.0,0.0,0.0
'2015-09-27',0.0,0.0,0.19571428571428572951,0.0,1.2600000000000000088,1.3700000000000001065,0.0,0.0,0.0,0.0
'2015-09-28',0.0,0.0,0.20857142857142858538,0.0,1.2600000000000000088,1.4600000000000001421,0.0,0.0,0.0,0.0
'2015-09-29',0.11000000000000000888,0.0,0.36285714285714290028,0.0,1.2600000000000000088,2.5400000000000000355,0.0,0.0,0.0,0.0
'2015-09-30',1.2600000000000000088,0.0,0.41285714285714290028,0.0,1.2600000000000000088,2.8900000000000002131,0.0,0.0,0.0,0.0
'2015-10-01',0.09,0.0,0.41285714285714290028,0.0,1.2600000000000000088,2.8900000000000002131,0.0,0.0,0.0,0.0
'2015-10-02',1.080000000000000071,0.0,0.41285714285714290028,0.0,1.2600000000000000088,2.8900000000000002131,0.0,0.0,0.0,0.0
'2015-10-03',0.35,0.0,0.39714285714285718853,0.0,1.2600000000000000088,2.7800000000000002486,0.0,0.0,0.0,0.0
'2015-10-04',0.0,0.0,0.21714285714285712636,0.0,1.080000000000000071,1.5200000000000000177,0.0,0.0,0.0,0.0
'2015-10-05',0.0,0.0,0.20428571428571431489,0.0,1.080000000000000071,1.4300000000000001598,0.0,0.0,0.0,0.0
'2015-10-06',0.0,0.0,0.17714285714285713524,0.0,0.89000000000000003552,1.2399999999999999911,0.0,0.0,0.0,0.0
'2015-10-07',0.0,0.0,0.12714285714285713524,0.0,0.89000000000000003552,0.89000000000000003552,0.0,0.0,0.0,0.0
'2015-10-08',0.0,0.0,0.12714285714285713524,0.0,0.89000000000000003552,0.89000000000000003552,0.0,0.0,0.0,0.0
'2015-10-09',0.89000000000000003552,0.0,0.12714285714285713524,0.0,0.89000000000000003552,0.89000000000000003552,0.0,0.0,0.0,0.0
'2015-10-10',0.0,0.0,0.12857142857142858005,0.0,0.89000000000000003552,0.9,0.0,0.0,0.0,0.0
'2015-10-11',0.0,0.0,0.12857142857142858005,0.0,0.89000000000000003552,0.9,0.0,0.0,0.0,0.0
'2015-10-12',0.0,0.0,0.12857142857142858005,0.0,0.89000000000000003552,0.9,0.0,0.0,0.0,0.0
'2015-10-13',0.01,0.0,0.0014285714285714283811,0.0,0.01,0.01,0.0,0.0,0.0,0.0
'2015-10-14',0.0,0.0,0.0014285714285714283811,0.0,0.01,0.01,0.0,0.0,0.0,0.0
'2015-10-15',0.0,0.0,0.0014285714285714283811,0.0,0.01,0.01,0.0,0.0,0.0,0.0
